name,detail,url
elasticsearch-logs-to-cloudwatch,Amazon Elasticsearch Service (Amazon ES) ドメインが、Amazon CloudWatch Logs にログを送信するように設定されていることを確認します。Amazon ES ドメインに対してログが有効になっている場合、ルールは COMPLIANT です。ログ記録が設定されていない場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elasticsearch-logs-to-cloudwatch.html
elasticsearch-node-to-node-encryption-check,Amazon ElasticSearch Service ノードがエンドツーエンドで暗号化されていることを確認します。ノード間の暗号化がドメイン上で無効になっている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elasticsearch-node-to-node-encryption-check.html
elastic-beanstalk-managed-updates-enabled,AWS Elastic Beanstalk 環境の管理されたプラットフォームの更新が有効になっているかどうかを確認します。。ManagedActionsEnabled の値が true に設定されている場合、ルールは COMPLIANT です ManagedActionsEnabled の値が false に設定されている場合、またはパラメータが指定されているもののその値が既存の設定と一致しない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elastic-beanstalk-managed-updates-enabled.html
elbv2-acm-certificate-required,Application Load Balancer とネットワークロードバランサーが、Amazon Certificate Manager (ACM) の証明書を使用するように設定されているかどうかを確認します。少なくとも 1 つのロードバランサーが ACM からの証明書を使用しないよう設定されている場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elbv2-acm-certificate-required.html
elb-acm-certificate-required,Classic Load Balancer が AWS Certificate Manager によって提供される SSL 証明書を使用しているかどうかを確認します。このルールを使用するには、Classic Load Balancer と共に SSL または HTTPS リスナーを使用する必要があります。このルールは、Classic Load Balancer にのみ適用されます。このルールは Application Load Balancer および Network Load Balancer を確認しません。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elb-acm-certificate-required.html
elb-cross-zone-load-balancing-enabled,クロスゾーン負荷分散が Classic Load Balancer (CLB) に対して有効になっているかどうかを確認します。クロスゾーン負荷分散が CLB に対して有効でない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elb-cross-zone-load-balancing-enabled.html
elb-custom-security-policy-ssl-check,Classic Load Balancer の SSL リスナーがカスタムポリシーを使用しているかどうか確認します。このルールは、Classic Load Balancer の SSL リスナーがある場合のみ適用されます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elb-custom-security-policy-ssl-check.html
elb-deletion-protection-enabled,Elastic Load Balancing で削除保護が有効になっているかどうかを確認します。deletion_protection.enabled が false の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elb-deletion-protection-enabled.html
elb-logging-enabled,Application Load Balancer と Classic Load Balancer でログ記録が有効になっているかどうかを確認します。access_logs.s3.enabled が false で、access_logs.S3.bucket が入力した s3BucketName と同じでない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elb-logging-enabled.html
elb-predefined-security-policy-ssl-check,Classic Load Balancer の SSL リスナーが事前定義済みポリシーを使用しているかどうか確認します。このルールは、Classic Load Balancer の SSL リスナーがある場合のみ適用されます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elb-predefined-security-policy-ssl-check.html
elb-tls-https-listeners-only,Classic Load Balancer が SSL または HTTPS リスナーで設定されているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/elb-tls-https-listeners-only.html
emr-kerberos-enabled,Amazon EMR クラスターで Kerberos が有効になっていることを確認します。セキュリティ構成がクラスターにアタッチされていない場合、またはセキュリティ構成が指定されたルールパラメータを満たしていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/emr-kerberos-enabled.html
emr-master-no-public-ip,Amazon Elastic MapReduce (EMR) クラスターのマスターノードにパブリック IP があるかどうかを確認します。マスターノードにパブリック IP がある場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/emr-master-no-public-ip.html
encrypted-volumes,アタッチ状態の EBS ボリュームが暗号化されているかどうかを確認します。kmsId パラメータを使用して暗号化に KMS キーの ID を指定した場合、ルールでは、アタッチ状態の EBS ボリュームが、その KMS キーで暗号化されているかどうか確認されます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/encrypted-volumes.html
fms-shield-resource-policy-check,Application Load Balancer、Amazon CloudFront ディストリビューション、Elastic Load Balancing、または Elastic IP が AWS Shield で保護されているかどうかを確認します。また、Application Load Balancer と Amazon CloudFront ディストリビューションにウェブ ACL が関連付けられているかどうかも確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/fms-shield-resource-policy-check.html
fms-webacl-resource-policy-check,ウェブ ACL が、Application Load Balancer、API Gateway ステージ、または Amazon CloudFront ディストリビューションに関連付けられているかどうかを確認します。AWS Firewall Manager マネージャーがこのルールを作成すると、FMS ポリシー所有者は FMS ポリシーで WebACLId を指定し、オプションで修復を有効にできます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/fms-webacl-resource-policy-check.html
fms-webacl-rulegroup-association-check,ウェブ ACL に関連付けるルールグループに適切な優先順位が付けられていることを確認します。適切な優先度は、ruleGroups パラメータのルールグループのランクによって決定されます。AWS Firewall Manager ではこのルールを作成するときに、最も高い優先度 0 を割り当て、1、2 のように続けます。FMS ポリシー所有者は FMS ポリシーで ruleGroups ランクを指定し、必要に応じて修復を有効にできます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/fms-webacl-rulegroup-association-check.html
guardduty-enabled-centralized,AWS アカウントとリージョンで Amazon GuardDuty が有効になっているかどうかを確認します。一元管理を目的として AWS アカウントを指定すると、ルールが一元管理されたアカウントの Amazon GuardDuty の結果を評価します。Amazon GuardDuty が有効になっている場合、ルールは COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/guardduty-enabled-centralized.html
guardduty-non-archived-findings,Amazon GuardDuty にアーカイブされていない検出結果があるかどうかを確認します。Amazon GuardDuty に、daysLowSev/daysMediumSev/daysHighSev パラメータで指定されている値よりも古い、重要度が低/中/高のアーカイブされていない検出結果がある場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/guardduty-non-archived-findings.html
iam-customer-policy-blocked-kms-actions,作成したマネージド AWS Identity and Access Management (IAM) ポリシーが、すべての AWS KMS キーでブロックされているアクションを許可していないことを確認します。AWS KMS キーでブロックされているアクションが、マネージド IAM ポリシーによって許可されている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-customer-policy-blocked-kms-actions.html
iam-group-has-users-check,IAM グループに少なくとも 1 人の IAM ユーザーが存在するかどうか確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-group-has-users-check.html
iam-inline-policy-blocked-kms-actions,IAM ユーザー、ロール、およびグループにアタッチされているインラインポリシーが、すべての AWS Key Management Service (KMS) キーでブロックされているアクションを許可していないことを確認します。インラインポリシーですべての KMS キーでブロックされているアクションが許可されている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-inline-policy-blocked-kms-actions.html
iam-no-inline-policy-check,インラインポリシー機能が使用されていないことを確認します。AWS Identity and Access Management (IAM) ユーザー、IAM ロール、または IAM グループにインラインポリシーがある場合、ルールは NON_COMPLIANT です ,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-no-inline-policy-check.html
iam-password-policy,IAM ユーザーのアカウントパスワードポリシーが、パラメータで指定した要件を満たしているかどうかを確認します。アカウントのパスワードポリシーが指定の要件を満たしていない場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-password-policy.html
iam-policy-blacklisted-check,各 IAM リソースで、入力パラメータのポリシー ARN が IAM リソースにアタッチされているかどうかを確認します。ポリシー ARN が IAM リソースにアタッチされている場合、ルールは NON_COMPLIANT です。ポリシー ARN の有無にかかわらず、IAM リソースが exceptionList パラメータの一部である場合、AWS Config はリソースを COMPLIANT としてマークします。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-policy-blacklisted-check.html
iam-policy-in-use,IAM ポリシー ARN が、IAM ユーザー、1 人以上の IAM ユーザーを持つ IAM グループ、または 1 つ以上の信頼されたエンティティを持つ IAM ロールにアタッチされているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-policy-in-use.html
iam-policy-no-statements-with-admin-access,"作成したポリシーで、すべてのリソースのすべてのアクションにアクセス許可を付与する Allow ステートメントを確認します。いずれかのポリシーステートメントで、""Resource"": ""*"" に対して ""Action"": ""*"" が ""Effect"": ""Allow"" になっている場合、ルールは NON_COMPLIANT です。",https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-policy-no-statements-with-admin-access.html
iam-policy-no-statements-with-full-access,AWS Identity and Access Management (IAM) ポリシーが個々の AWS リソースに対するすべてのアクションにアクセス許可を付与しているかどうかを確認します。マネージド IAM ポリシーが少なくとも 1 つの AWS のサービスへのフルアクセスを許可している場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-policy-no-statements-with-full-access.html
iam-role-managed-policy-check,AWS Identity and Access Management (IAM) ロールが管理ポリシーのリストで指定されているすべての AWS 管理ポリシーにアタッチされていることを確認します。IAM ロールが AWS 管理ポリシーにアタッチされていない場合、ルールは準拠していません。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-role-managed-policy-check.html
iam-root-access-key-check,ルートユーザーアクセスキーがあるかどうかを確認します。ユーザーアクセスキーが存在しない場合、ルールは COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-root-access-key-check.html
iam-user-group-membership-check,IAM ユーザーが少なくとも 1 つの IAM グループのメンバーであるかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-user-group-membership-check.html
iam-user-mfa-enabled,AWS Identity and Access Management ユーザーの多要素認証 (MFA) が有効になっているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-user-mfa-enabled.html
iam-user-no-policies-check,いずれの IAM ユーザーにもポリシーがアタッチされていないことを確認します。IAM ユーザーは、IAM グループまたはロールからアクセス許可を継承する必要があります。ポリシーがアタッチされている IAM ユーザーが少なくとも 1 人いる場合、ルールは NONCOMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-user-no-policies-check.html
iam-user-unused-credentials-check,AWS Identity and Access Management (IAM) ユーザーが、指定した日数以内に使用されていないパスワードまたはアクティブなアクセスキーを持っているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/iam-user-unused-credentials-check.html
restricted-ssh,セキュリティグループの受信 SSH トラフィックがアクセス可能かどうかを確認します。セキュリティグループの受信 SSH トラフィックの IP アドレスが制限されている場合 (0.0.0.0/0 以外の CIDR)、ルールは COMPLIANT です。このルールは、IPv4 のみに適用されます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/restricted-ssh.html
ec2-instances-in-vpc,EC2 インスタンスが Virtual Private Cloud (VPC) に属しているかどうかを確認します。オプションで、インスタンスに関連付ける VPC ID を指定できます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/ec2-instances-in-vpc.html
internet-gateway-authorized-vpc-only,インターネットゲートウェイ (IGW) が、承認された Amazon Virtual Private Cloud (VPC) にのみアタッチされていることを確認します。IGW が承認された VPC にアタッチされていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/internet-gateway-authorized-vpc-only.html
kms-cmk-not-scheduled-for-deletion,カスタマーマスターキー (CMK) の削除が AWS Key Management Service(KMS) でスケジュールされていないかどうかを確認します。CMK の削除がスケジュールされている場合、ルールは NON_COMPLAINT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/kms-cmk-not-scheduled-for-deletion.html
lambda-concurrency-check,AWS Lambda 関数に関数レベルの同時実行数制限が設定されているかどうかを確認します。Lambda 関数に関数レベルの同時実行数制限が設定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/lambda-concurrency-check.html
lambda-dlq-check,AWS Lambda 関数にデッドレターキューが設定されているかどうかを確認します。Lambda 関数にデッドレターキューが設定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/lambda-dlq-check.html
lambda-function-public-access-prohibited,Lambda リソースにアタッチされている AWS Lambda 関数ポリシーがパブリックアクセスを禁止しているかどうかを確認します。Lambda 関数ポリシーがパブリックアクセスを許可している場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/lambda-function-public-access-prohibited.html
lambda-function-settings-check,ランタイム、ロール、タイムアウト、およびメモリサイズの AWS Lambda 関数設定が、予期されている値と一致するかどうか確認します。このルールは、'Image' パッケージタイプを含む関数を無視します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/lambda-function-settings-check.html
lambda-inside-vpc,AWS Lambda 関数による Amazon Virtual Private Cloud へのアクセスが許可されているかどうかを確認します。Lambda 関数で VPC が有効になっていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/lambda-inside-vpc.html
mfa-enabled-for-iam-console-access,コンソールパスワードを使用するすべての AWS Identity and Access Management (IAM) ユーザーに対して、AWS多要素認証 (MFA) が有効になっているかどうかを確認します。MFA が有効の場合、このルールは COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/mfa-enabled-for-iam-console-access.html
multi-region-cloudtrail-enabled,マルチリージョン AWS CloudTrail が少なくとも 1 つあることを確認します。証跡が入力パラメータと一致しない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/multi-region-cloudtrail-enabled.html
no-unrestricted-route-to-igw,ルートテーブルにインターネットゲートウェイ (IGW) へのパブリックルートがあるかどうかを確認します。IGW へのルートに '0.0.0.0/0' または '። /0' などの送信先 CIDR ブロックがある場合、または送信先 CIDR ブロックがルールパラメータと一致しない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/no-unrestricted-route-to-igw.html
rds-automatic-minor-version-upgrade-enabled,Amazon Relational Database Service (RDS) データベースインスタンスが、自動マイナーバージョンアップグレードに設定されているかどうかを確認します。'autoMinorVersionUpgrade' の値が false の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-automatic-minor-version-upgrade-enabled.html
rds-cluster-deletion-protection-enabled,Amazon Relational Database Service (Amazon RDS) クラスターで削除保護が有効になっているかどうかを確認します。RDS クラスターで削除保護が有効になっていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-cluster-deletion-protection-enabled.html
rds-cluster-iam-authentication-enabled,Amazon RDS クラスターで AWS Identity and Access Management (IAM) 認証が有効になっているかどうかを確認します。RDS クラスターで IAM 認証が有効になっていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-cluster-iam-authentication-enabled.html
rds-cluster-multi-az-enabled,Amazon Relational Database Service (Amazon RDS) によって管理される Amazon Aurora クラスターで、マルチ AZ レプリケーションが有効になっているかどうかを確認します。Amazon RDS インスタンスがマルチ AZ を使用して設定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-cluster-multi-az-enabled.html
rds-enhanced-monitoring-enabled,Amazon Relational Database Service (Amazon RDS) インスタンスに対して拡張モニタリングが有効になっているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-enhanced-monitoring-enabled.html
rds-instance-deletion-protection-enabled,Amazon Relational Database Service (Amazon RDS) インスタンスで削除保護が有効になっているかどうかを確認します。Amazon RDS インスタンスで削除保護が有効になっていない場合、つまり deletionProtection が false に設定されている場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-instance-deletion-protection-enabled.html
rds-instance-iam-authentication-enabled,Amazon Relational Database Service (Amazon RDS) インスタンスで AWS Identity and Access Management (IAM) 認証が有効になっているかどうかを確認します。Amazon RDS インスタンスで AWS IAM 認証が有効になってい場合、つまり、configuration.iAMDatabaseAuthenticationEnabled が false に設定されている場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-instance-iam-authentication-enabled.html
rds-instance-public-access-check,Amazon Relational Database Service インスタンスがパブリックにアクセス可能になっていないかどうかを確認します インスタンスの設定項目で publiclyAccessible フィールドが true の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-instance-public-access-check.html
rds-in-backup-plan,Amazon RDS データベースが AWS Backup のバックアッププランに存在しているかどうかを確認します。Amazon RDS データベースがどの AWS Backup のバックアッププランにも存在していない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-in-backup-plan.html
rds-logging-enabled,Amazon Relational Database Service (Amazon RDS) インスタンスの Amazon CloudWatch にエクスポートされたログタイプが有効になっているかどうかを確認します。このログタイプが有効でない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-logging-enabled.html
rds-multi-az-support,RDS DB インスタンスの高可用性が有効になっているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-multi-az-support.html
rds-snapshots-public-prohibited,Amazon Relational Database Service (Amazon RDS) スナップショットが公開されているかどうかを確認します。既存および新規の Amazon RDS スナップショットが公開されている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-snapshots-public-prohibited.html
rds-snapshot-encrypted,Amazon Relational Database Service (Amazon RDS) DB スナップショットが暗号化されているかどうかを確認します。Amazon RDS DB スナップショットが暗号化されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-snapshot-encrypted.html
rds-storage-encrypted,RDS DB インスタンスに対してストレージの暗号化が有効になっているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/rds-storage-encrypted.html
redshift-backup-enabled,Amazon Redshift 自動スナップショットがクラスターに対して有効になっていることを確認します。automatedSnapshotRetentionPeriod の値が MaxRetentionPeriod より大きいか MinRetentionPeriod より小さい場合、または値が 0 の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/redshift-backup-enabled.html
redshift-cluster-configuration-check,Amazon Redshift クラスターに指定された設定があるかどうか確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/redshift-cluster-configuration-check.html
redshift-cluster-kms-enabled,Amazon Redshift クラスターが指定された AWS Key Management Service (AWS KMS) キーを使用して暗号化されているかどうかを確認します。暗号化が有効になっていて、クラスターが kmsKeyArn パラメータで指定されたキーで暗号化されている場合、ルールは COMPLIANT です。クラスターが暗号化されていない場合、または別のキーで暗号化されている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/redshift-cluster-kms-enabled.html
redshift-cluster-maintenancesettings-check,Amazon Redshift クラスターに、指定されたメンテナンス設定があるかどうか確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/redshift-cluster-maintenancesettings-check.html
redshift-cluster-public-access-check,Amazon Redshift クラスターがパブリックにアクセス可能になっていないかどうかを確認します。クラスターの設定項目で publiclyAccessible フィールドが true の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/redshift-cluster-public-access-check.html
redshift-enhanced-vpc-routing-enabled,Amazon Redshift クラスターで 'enhancedVpcRouting' が有効になっているかどうかを確認します。'enhancedVpcRouting' が有効でない場合、または configuration.enhancedVpcRouting フィールドが 'false' の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/redshift-enhanced-vpc-routing-enabled.html
redshift-require-tls-ssl,Amazon Redshift クラスターで SQL クライアントに接続するための TLS/SSL 暗号化が必要であるかどうかを確認します。Amazon Redshift クラスターでパラメータの require_SSL が true に設定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/redshift-require-tls-ssl.html
required-tags,指定したタグがリソースにあるかどうかを確認します。例えば、Amazon EC2 インスタンスに CostCenter タグがあるかどうかを確認できます。複数の値はカンマで区切ります。一度に確認できるタグは 6 つまでです。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/required-tags.html
restricted-common-ports,使用中のセキュリティグループが、指定されたポートへの制限されていない受信 TCP トラフィックを不許可にしているかどうかを確認します。受信 TCP 接続の IP アドレスが指定されたポートに制限されている場合、このルールは COMPLIANT です。このルールは、IPv4 のみに適用されます。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/restricted-common-ports.html
root-account-hardware-mfa-enabled,AWS アカウントのユーザーで、ルートの認証情報を使用してサインインする際に多要素認証 (MFA) ハードウェアデバイスの使用が有効になっているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/root-account-hardware-mfa-enabled.html
root-account-mfa-enabled,AWS アカウントが、多要素認証 (MFA) ハードウェアデバイスを使用して、ルート認証情報でサインインできるようになっているかどうかを確認します。このルールは、ルート認証情報でサインインすることが許可されている仮想 MFA デバイスがあれば NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/root-account-mfa-enabled.html
s3-account-level-public-access-blocks,必要なパブリックアクセスブロック設定がアカウントレベルから設定されているかどうかを確認します。以下に設定されているフィールドが、設定項目の対応するフィールドと一致しない場合、ルールは NON_COMPLIANT のみです。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-account-level-public-access-blocks.html
s3-account-level-public-access-blocks-periodic,必要なパブリックアクセスのブロック設定がアカウントレベルから設定されているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-account-level-public-access-blocks-periodic.html
s3-bucket-blacklisted-actions-prohibited,Amazon Simple Storage Service バケットポリシーが、ブラックリストに登録されたバケットレベルおよびオブジェクトレベルのアクションを、バケット内のリソースで他の AWS アカウントのプリンシパルに対して実行することを許可していないことを確認します。例えば、このルールでは、Amazon S3 バケットポリシーが、別の AWS アカウントのバケット内のオブジェクトで s3:GetBucket* アクションと s3:DeleteObject のいずれの実行も許可していないことを確認します。ブラックリストに登録されているアクションが Amazon S3 バケットポリシーによって許可されている場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-blacklisted-actions-prohibited.html
s3-bucket-default-lock-enabled,Amazon S3 バケットのロックが デフォルトで有効になっているかどうかを確認します。ロックが有効でない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-default-lock-enabled.html
s3-bucket-level-public-access-prohibited,Amazon Simple Storage Service (Amazon S3) バケットがパブリックにアクセス可能かどうかを確認します。Amazon S3 バケットが excludedPublicBuckets パラメータとバケットレベルの設定にリストされていない場合、このルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-level-public-access-prohibited.html
s3-bucket-logging-enabled,S3 バケットに対してログ記録が有効になっているかどうか確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-logging-enabled.html
s3-bucket-policy-grantee-check,Amazon S3 バケットによって許可されたアクセスが、指定した任意の AWS プリンシパル、フェデレーティッドユーザー、サービスプリンシパル、IP アドレス、または VPC によって制限されていることを確認します。バケットポリシーが存在しない場合、ルールは COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-policy-grantee-check.html
s3-bucket-policy-not-more-permissive,Amazon Simple Storage Service バケットポリシーが、指定するコントロール Amazon S3 バケットポリシー以外でアカウント間の他のアクセスを許可していないことを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-policy-not-more-permissive.html
s3-bucket-public-read-prohibited,Amazon S3 バケットでパブリック読み取りアクセスが許可されていないかどうかを確認します。このルールは、Block Public Access 設定、バケットポリシー、およびバケットアクセスコントロールリスト (ACL) を確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-public-read-prohibited.html
s3-bucket-public-write-prohibited,Amazon S3 バケットでパブリック書き込みアクセスが許可されていないかどうかを確認します。このルールは、パブリックアクセスのブロック設定、バケットポリシー、およびバケットアクセスコントロールリスト (ACL) を確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-public-write-prohibited.html
s3-bucket-replication-enabled,Amazon S3 バケットでクロスリージョンレプリケーションが有効になっているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-replication-enabled.html
s3-bucket-server-side-encryption-enabled,Amazon S3 バケットで S3 のデフォルトの暗号化が有効になっていること、または S3 バケットポリシーが AES-256 または AWS Key Management Service を使用するサーバー側の暗号化を使用していない put-object リクエストを明示的に拒否することを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-server-side-encryption-enabled.html
s3-bucket-ssl-requests-only,Amazon S3 バケットに、Secure Socket Layer (SSL) を使用するリクエストを要求するポリシーがあるかどうか確認します。HTTP リクエストへのアクセスを明示的に拒否する場合、ルールは COMPLIANT です。バケットポリシーが HTTP リクエストを許可している場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-ssl-requests-only.html
s3-bucket-versioning-enabled,S3 バケットに対してバージョニングが有効になっているかどうかを確認します。オプションで、S3 バケットに対して MFA 削除が有効になっているかどうかを確認します。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-bucket-versioning-enabled.html
s3-default-encryption-kms,Amazon S3 バケットが AWS Key Management Service (AWS KMS) で暗号化されているかどうかを確認します。Amazon S3 バケットが AWS KMS キーで暗号化されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/s3-default-encryption-kms.html
sagemaker-endpoint-configuration-kms-key-configured,Amazon SageMaker エンドポイント設定に対して AWS Key Management Service (KMS) キーが設定されているかどうかを確認します。Amazon SageMaker エンドポイントの設定に対して 'KmsKeyId' が指定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/sagemaker-endpoint-configuration-kms-key-configured.html
sagemaker-notebook-instance-kms-key-configured,Amazon SageMaker ノートブックインスタンスに対して AWS Key Management Service (KMS) キーが設定されているかどうかを確認します。Amazon SageMaker ノートブックインスタンスに対して 'KmsKeyId' が指定されていない場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/sagemaker-notebook-instance-kms-key-configured.html
sagemaker-notebook-no-direct-internet-access,Amazon SageMaker ノートブックインスタンスで直接インターネットアクセスが無効になっているかどうかを確認します。Amazon SageMaker ノートブックインスタンスがインターネット対応の場合、ルールは NON_COMPLIANT です。,https://docs.aws.amazon.com/ja_jp/config/latest/developerguide/sagemaker-notebook-no-direct-internet-access.html
